-1.6938,737.767,106.423
-1.793,737.5286,106.255
-1.8923,737.2902,106.087
-1.9916,737.0517,105.9191
-2.0908,736.8133,105.7511
-2.1901,736.5749,105.5831
-2.2893,736.3365,105.4151
-2.3885,736.098,105.2472
-2.4877,735.8596,105.0792
-2.5869,735.6212,104.9113
-2.686,735.3827,104.7434
-2.7852,735.1443,104.5755
-2.8843,734.9058,104.4076
-2.9833,734.6673,104.2397
-3.0823,734.4289,104.0718
-3.1813,734.1904,103.904
-3.2803,733.9519,103.7362
-3.3792,733.7134,103.5684
-3.478,733.4749,103.4006
-3.5769,733.2363,103.2329
-3.6756,732.9978,103.0651
-3.7743,732.7592,102.8974
-3.873,732.5207,102.7297
-3.9716,732.2821,102.5621
-4.0701,732.0435,102.3945
-4.1686,731.8048,102.2269
-4.267,731.5662,102.0594
-4.3653,731.3276,101.8919
-4.4636,731.0889,101.7244
-4.5617,730.8502,101.5569
-4.6598,730.6115,101.3895
-4.7579,730.3728,101.2222
-4.8558,730.134,101.0549
-4.9537,729.8952,100.8876
-5.0514,729.6565,100.7204
-5.1491,729.4176,100.5532
-5.2467,729.1788,100.386
-5.3442,728.9399,100.219
-5.4416,728.701,100.0519
-5.5388,728.4621,99.8849
-5.636,728.2232,99.718
-5.7331,727.9842,99.5511
-5.8301,727.7452,99.3843
-5.9269,727.5062,99.2175
-6.0236,727.2672,99.0508
-6.1203,727.0281,98.8841
-6.2168,726.789,98.7175
-6.3131,726.5498,98.551
-6.4094,726.3107,98.3845
-6.5055,726.0715,98.2181
-6.6015,725.8322,98.0518
-6.6974,725.593,97.8855
-6.7931,725.3536,97.7193
-6.8887,725.1143,97.5531
-6.9841,724.8749,97.3871
-7.0794,724.6355,97.2211
-7.1746,724.3961,97.0552
-7.2696,724.1566,96.8893
-7.3644,723.9171,96.7235
-7.4591,723.6775,96.5578
-7.5537,723.4379,96.3922
-7.6481,723.1983,96.2267
-7.7423,722.9586,96.0612
-7.8363,722.7189,95.8958
-7.9302,722.4791,95.7305
-8.024,722.2393,95.5653
-8.1175,721.9995,95.4002
-8.2109,721.7596,95.2352
-8.3041,721.5197,95.0702
-8.3971,721.2797,94.9054
-8.4899,721.0396,94.7406
-8.5826,720.7996,94.5759
-8.6751,720.5595,94.4114
-8.7673,720.3193,94.2469
-8.8594,720.0791,94.0825
-8.9513,719.8388,93.9182
-9.043,719.5985,93.754
-9.1345,719.3582,93.5899
-9.2258,719.1177,93.4259
-9.3169,718.8773,93.262
-9.4078,718.6368,93.0982
-9.4985,718.3962,92.9345
-9.5889,718.1556,92.771
-9.6792,717.9149,92.6075
-9.7692,717.6742,92.4441
-9.859,717.4334,92.2809
-9.9486,717.1926,92.1177
-10.038,716.9517,91.9547
-10.1271,716.7107,91.7918
-10.216,716.4697,91.629
-10.3047,716.2286,91.4663
-10.3931,715.9875,91.3037
-10.4813,715.7463,91.1413
-10.5693,715.5051,90.9789
-10.657,715.2638,90.8167
-10.7445,715.0224,90.6546
-10.8318,714.781,90.4927
-10.9188,714.5395,90.3308
-11.0055,714.298,90.1691
-11.092,714.0564,90.0075
-11.1782,713.8147,89.8461
-11.2642,713.5729,89.6847
-11.3499,713.3311,89.5235
-11.4354,713.0893,89.3624
-11.5205,712.8473,89.2015
-11.6055,712.6053,89.0407
-11.6901,712.3633,88.88
-11.7745,712.1211,88.7195
-11.8586,711.8789,88.5591
-11.9424,711.6366,88.3988
-12.026,711.3943,88.2387
-12.1093,711.1519,88.0787
-12.1923,710.9094,87.9189
-12.275,710.6668,87.7592
-12.3574,710.4242,87.5996
-12.4395,710.1815,87.4402
-12.5213,709.9387,87.2809
-12.6029,709.6959,87.1218
-12.6841,709.4529,86.9629
-12.7651,709.2099,86.804
-12.8457,708.9669,86.6454
-12.926,708.7237,86.4869
-13.0061,708.4805,86.3285
-13.0858,708.2372,86.1703
-13.1652,707.9938,86.0122
-13.2443,707.7504,85.8543
-13.3231,707.5068,85.6966
-13.4016,707.2632,85.539
-13.4798,707.0195,85.3816
-13.5576,706.7757,85.2243
-13.6351,706.5319,85.0672
-13.7123,706.2879,84.9103
-13.7892,706.0439,84.7535
-13.8657,705.7998,84.5969
-13.9419,705.5556,84.4404
-14.0178,705.3114,84.2841
-14.0933,705.067,84.128
-14.1685,704.8226,83.9721
-14.2434,704.5781,83.8163
-14.3179,704.3335,83.6607
-14.3921,704.0888,83.5053
-14.4659,703.844,83.35
-14.5394,703.5991,83.1949
-14.6125,703.3542,83.04
-14.6853,703.1091,82.8853
-14.7577,702.864,82.7307
-14.8298,702.6188,82.5763
-14.9015,702.3735,82.4221
-14.9729,702.1281,82.2681
-15.0439,701.8826,82.1142
-15.1145,701.637,81.9606
-15.1848,701.3914,81.8071
-15.2547,701.1456,81.6538
-15.3242,700.8998,81.5007
-15.3933,700.6538,81.3478
-15.4621,700.4078,81.195
-15.5305,700.1616,81.0425
-15.5986,699.9154,80.8901
-15.6662,699.6691,80.7379
-15.7335,699.4227,80.5859
-15.8004,699.1762,80.4341
-15.8669,698.9296,80.2825
-15.933,698.6829,80.1311
-15.9988,698.4361,79.9799
-16.0641,698.1892,79.8289
-16.1291,697.9422,79.6781
-16.1936,697.6951,79.5274
-16.2578,697.4479,79.377
-16.3216,697.2006,79.2268
-16.3849,696.9532,79.0768
-16.4479,696.7057,78.9269
-16.5105,696.4581,78.7773
-16.5726,696.2104,78.6279
-16.6344,695.9626,78.4786
-16.6958,695.7147,78.3296
-16.7567,695.4667,78.1808
-16.8172,695.2186,78.0322
-16.8774,694.9704,77.8838
-16.9371,694.7221,77.7356
-16.9964,694.4737,77.5876
-17.0552,694.2252,77.4398
-17.1137,693.9766,77.2922
-17.1717,693.7279,77.1448
-17.2293,693.479,76.9977
-17.2865,693.2301,76.8507
-17.3433,692.981,76.704
-17.3996,692.7319,76.5575
-17.4556,692.4826,76.4112
-17.511,692.2333,76.2651
-17.5661,691.9838,76.1192
-17.6207,691.7342,75.9736
-17.6749,691.4845,75.8281
-17.7286,691.2347,75.6829
-17.7819,690.9848,75.5379
-17.8348,690.7348,75.3931
-17.8872,690.4847,75.2486
-17.9392,690.2344,75.1042
-17.9908,689.9841,74.9601
-18.0419,689.7336,74.8162
-18.0925,689.4831,74.6725
-18.1427,689.2324,74.5291
-18.1925,688.9816,74.3859
-18.2418,688.7307,74.2429
-18.2907,688.4797,74.1001
-18.3391,688.2285,73.9575
-18.387,687.9773,73.8152
-18.4345,687.7259,73.6731
-18.4815,687.4744,73.5313
-18.5281,687.2229,73.3896
-18.5742,686.9712,73.2482
-18.6199,686.7193,73.1071
-18.6651,686.4674,72.9661
-18.7098,686.2153,72.8254
-18.7541,685.9632,72.6849
-18.7979,685.7109,72.5447
-18.8412,685.4585,72.4047
-18.8841,685.206,72.2649
-18.9265,684.9533,72.1253
-18.9684,684.7006,71.986
-19.0098,684.4477,71.847
-19.0508,684.1947,71.7081
-19.0913,683.9416,71.5695
-19.1313,683.6884,71.4312
-19.1709,683.435,71.293
-19.2099,683.1816,71.1552
-19.2485,682.928,71.0175
-19.2866,682.6743,70.8801
-19.3243,682.4204,70.743
-19.3614,682.1665,70.606
-19.3981,681.9124,70.4694
-19.4343,681.6582,70.3329
-19.47,681.4039,70.1967
-19.5052,681.1495,70.0608
-19.5399,680.8949,69.9251
-19.5741,680.6403,69.7896
-19.6079,680.3855,69.6544
-19.6411,680.1306,69.5194
-19.6739,679.8755,69.3847
-19.7062,679.6203,69.2502
-19.7379,679.365,69.116
-19.7692,679.1096,68.982
-19.8,678.8541,68.8482
-19.8303,678.5984,68.7147
-19.8601,678.3426,68.5815
-19.8894,678.0867,68.4485
-19.9182,677.8307,68.3158
-19.9465,677.5745,68.1833
-19.9743,677.3183,68.051
-20.0016,677.0618,67.919
-20.0284,676.8053,67.7873
-20.0547,676.5487,67.6558
-20.0804,676.2919,67.5245
-20.1057,676.035,67.3935
-20.1305,675.7779,67.2628
-20.1548,675.5207,67.1323
-20.1786,675.2635,67.0021
-20.2018,675.006,66.8721
-20.2246,674.7485,66.7424
-20.2468,674.4908,66.6129
-20.2685,674.233,66.4837
-20.2898,673.9751,66.3548
-20.3105,673.717,66.226
-20.3307,673.4588,66.0976
-20.3504,673.2005,65.9694
-20.3696,672.9421,65.8415
-20.3882,672.6835,65.7138
-20.4064,672.4248,65.5864
-20.424,672.166,65.4592
-20.4411,671.9071,65.3323
-20.4578,671.648,65.2056
-20.4738,671.3888,65.0792
-20.4894,671.1294,64.9531
-20.5045,670.87,64.8272
-20.519,670.6104,64.7016
-20.5331,670.3506,64.5763
-20.5466,670.0908,64.4511
-20.5596,669.8308,64.3263
-20.572,669.5707,64.2017
-20.584,669.3104,64.0774
-20.5954,669.05,63.9533
-20.6063,668.7895,63.8295
-20.6167,668.5289,63.706
-20.6266,668.2681,63.5827
-20.6359,668.0072,63.4597
-20.6448,667.7462,63.3369
-20.6531,667.4851,63.2144
-20.6609,667.2238,63.0922
-20.6681,666.9623,62.9702
-20.6749,666.7008,62.8485
-20.6811,666.4391,62.727
-20.6868,666.1773,62.6058
-20.6919,665.9154,62.4849
-20.6966,665.6533,62.3642
-20.7007,665.3911,62.2438
-20.7043,665.1288,62.1237
